trip_id,taxi_id,source_file,start_time,end_time,start_lon,start_lat,end_lon,end_lat,duration_min,distance_km,num_points,avg_speed_kmh,start_hour,start_weekday,is_weekend,start_date
60,1000,1000.txt,2008-02-04 19:23:14,2008-02-04 22:48:18,116.45569,39.89842,116.45484,39.8977,205.06666666666666,54.54212777072931,44,15.958359880902593,19,0,0,2008-02-04
61,1000,1000.txt,2008-02-05 00:20:55,2008-02-05 04:42:25,116.4679,39.89184,116.50373,39.86509,261.5,68.50603127571111,80,15.718401057524538,0,1,0,2008-02-05
62,1000,1000.txt,2008-02-05 09:19:05,2008-02-05 16:12:22,116.50234,39.86612,116.49684,39.97216,413.28333333333336,108.04770225879491,146,15.686241405478956,9,1,0,2008-02-05
63,1000,1000.txt,2008-02-05 16:50:58,2008-02-05 20:42:16,116.49684,39.97221,116.33669,39.96101,231.3,76.83748220482546,88,19.931901998657708,16,1,0,2008-02-05
64,1000,1000.txt,2008-02-05 21:13:13,2008-02-06 01:41:03,116.34578,39.93976,116.5073,39.8666,267.8333333333333,75.62698075350875,50,16.941949639865058,21,1,0,2008-02-05
65,1000,1000.txt,2008-02-06 08:14:36,2008-02-06 15:02:50,116.5074,39.86677,116.50705,39.86701,408.23333333333335,130.90072801374973,140,19.239104305115497,8,2,0,2008-02-06
66,1000,1000.txt,2008-02-06 16:35:32,2008-02-06 17:58:35,116.50714,39.86618,116.50686,39.86702,83.05,12.446187668612254,21,8.991827334337572,16,2,0,2008-02-06
67,1000,1000.txt,2008-02-06 18:40:21,2008-02-06 21:33:15,116.50694,39.86705,116.50734,39.86664,172.9,47.52726039774455,52,16.49297642489689,18,2,0,2008-02-06
68,1000,1000.txt,2008-02-07 03:59:34,2008-02-07 04:52:03,116.50121,39.86855,116.50428,39.86559,52.483333333333334,17.935828191479736,22,20.504598758122274,3,3,0,2008-02-07
69,1000,1000.txt,2008-02-07 09:49:44,2008-02-07 14:30:38,116.50448,39.86623,116.50369,39.86543,280.9,108.73941117222057,94,23.226645319805034,9,3,0,2008-02-07
70,1000,1000.txt,2008-02-07 16:33:28,2008-02-07 20:12:27,116.50531,39.86613,116.50377,39.86546,218.98333333333332,75.8891302471272,86,20.793124963060958,16,3,0,2008-02-07
71,1000,1000.txt,2008-02-07 20:59:00,2008-02-08 01:58:39,116.50787,39.86143,116.5074,39.86664,299.65,114.62511565792182,101,22.95180023185486,20,3,0,2008-02-07
72,1000,1000.txt,2008-02-08 08:12:07,2008-02-08 12:28:33,116.5074,39.86669,116.58334,40.07606,256.43333333333334,48.108071730657684,100,11.256275720159083,8,4,0,2008-02-08
73,1000,1000.txt,2008-02-08 13:03:45,2008-02-08 14:32:48,116.57281,40.04099,116.50727,39.86699,89.05,50.62135558400531,28,34.10759500326017,13,4,0,2008-02-08
74,1000,1000.txt,2008-02-08 16:55:08,2008-02-08 17:30:07,116.50393,39.86952,116.50681,39.86693,34.983333333333334,11.188307602671808,16,19.18909355389162,16,4,0,2008-02-08
75,10000,10000.txt,2008-02-02 13:39:48,2008-02-02 15:15:26,116.35924,39.93669,116.58611,40.07727,95.63333333333334,26.13168273180544,18,16.394921198065457,13,5,1,2008-02-02
76,10000,10000.txt,2008-02-02 15:50:39,2008-02-02 22:44:04,116.57919,40.04747,116.35943,39.93675,413.4166666666667,111.41496624595953,75,16.169880205017307,15,5,1,2008-02-02
77,10000,10000.txt,2008-02-02 23:14:16,2008-02-08 17:37:33,116.35944,39.93673,116.41895,39.9529,8303.283333333333,557.8983871576023,1465,4.031405636259087,23,5,1,2008-02-02
78,10001,10001.txt,2008-02-02 13:34:36,2008-02-02 14:19:46,116.30375,39.93778,116.28387,39.87922,45.166666666666664,10.825223294800635,14,14.380370428517448,13,5,1,2008-02-02
79,10001,10001.txt,2008-02-02 19:52:26,2008-02-03 01:01:25,116.28389,39.87925,116.28375,39.87863,308.98333333333335,101.34087930083258,96,19.678902070392,19,5,1,2008-02-02
80,10001,10001.txt,2008-02-03 11:03:43,2008-02-03 14:21:05,116.28361,39.87873,116.28463,39.87782,197.36666666666667,67.19498226583323,66,20.427456186201624,11,6,1,2008-02-03
82,10001,10001.txt,2008-02-03 20:44:18,2008-02-04 01:12:20,116.19811,39.90959,116.28376,39.87835,268.03333333333336,88.98727512278164,84,19.920046663475556,20,6,1,2008-02-03
83,10001,10001.txt,2008-02-04 10:52:25,2008-02-04 13:53:53,116.28358,39.87857,116.28387,39.87925,181.46666666666667,44.642413940664895,59,14.760533632108158,10,0,0,2008-02-04
85,10001,10001.txt,2008-02-04 21:33:35,2008-02-05 02:00:46,116.26546,39.87963,116.28836,39.86692,267.18333333333334,120.31425558730376,68,27.01835943573661,21,0,0,2008-02-04
87,10001,10001.txt,2008-02-05 10:55:56,2008-02-05 13:57:47,116.28375,39.87878,116.2785,39.88825,181.85,66.35148769080716,56,21.892159809999615,10,1,0,2008-02-05
88,10001,10001.txt,2008-02-05 18:56:40,2008-02-05 23:23:26,116.28365,39.8786,116.30055,39.906,266.76666666666665,75.41738743642425,88,16.962551216489274,18,1,0,2008-02-05
89,10001,10001.txt,2008-02-06 00:09:24,2008-02-06 00:30:52,116.30419,39.88935,116.28875,39.87884,21.466666666666665,5.477409585028738,10,15.309529896043058,0,2,0,2008-02-06
90,10001,10001.txt,2008-02-06 11:50:46,2008-02-06 14:06:19,116.283,39.87743,116.28376,39.87822,135.55,59.35125599932611,42,26.271304758093446,11,2,0,2008-02-06
91,10001,10001.txt,2008-02-06 15:39:01,2008-02-06 16:50:31,116.27762,39.86462,116.30602,39.87741,71.5,26.51304022706175,22,22.248705085646225,15,2,0,2008-02-06
92,10001,10001.txt,2008-02-06 19:02:30,2008-02-06 19:07:32,116.30497,39.88475,116.28374,39.87861,5.033333333333333,2.797973852819199,3,33.353330695858006,19,2,0,2008-02-06
93,10001,10001.txt,2008-02-06 20:09:29,2008-02-06 20:17:47,116.2834,39.87878,116.28858,39.87631,8.3,0.783111752624531,3,5.6610488141532365,20,2,0,2008-02-06
94,10001,10001.txt,2008-02-06 23:25:06,2008-02-06 23:30:06,116.28736,39.87896,116.28377,39.87857,5.0,0.6294388929753358,3,7.55326671570403,23,2,0,2008-02-06
95,10001,10001.txt,2008-02-07 13:04:22,2008-02-07 15:49:51,116.28375,39.87846,116.28375,39.87856,165.48333333333332,80.21784750468754,48,29.08492809113457,13,3,0,2008-02-07
96,10001,10001.txt,2008-02-07 17:01:23,2008-02-07 19:35:15,116.28184,39.87735,116.76081,40.19448,153.86666666666667,72.7423901389654,54,28.36575005418928,17,3,0,2008-02-07
100,10001,10001.txt,2008-02-08 10:46:02,2008-02-08 11:20:43,116.27727,40.14496,116.76631,40.19643,34.68333333333333,41.968783712289294,9,72.60337403375371,10,4,0,2008-02-08
101,10001,10001.txt,2008-02-08 12:52:25,2008-02-08 14:00:40,116.76433,40.19528,116.33062,39.96628,68.25,54.82307373034042,27,48.196108773925644,12,4,0,2008-02-08
102,10002,10002.txt,2008-02-02 13:40:13,2008-02-05 01:56:22,116.41106,39.92823,116.41089,39.92759,3616.15,338.93082252033764,655,5.623618862939938,13,5,1,2008-02-02
103,10002,10002.txt,2008-02-05 02:31:35,2008-02-05 23:51:07,116.41085,39.92753,116.36142,39.99261,1279.5333333333333,104.92541437215596,239,4.920172611626132,2,1,0,2008-02-05
104,10002,10002.txt,2008-02-06 00:27:44,2008-02-08 17:34:47,116.41086,39.92766,116.41108,39.92748,3907.05,114.70398590223816,729,1.7614924698005627,0,2,0,2008-02-06
105,10003,10003.txt,2008-02-02 13:40:04,2008-02-03 02:20:16,116.42528,39.93222,116.41081,39.93367,760.2,224.19234799999023,134,17.69473938437176,13,5,1,2008-02-02
106,10003,10003.txt,2008-02-03 02:51:13,2008-02-05 02:02:58,116.49994,40.00724,116.27381,39.97129,2831.75,399.7717058072355,509,8.470487277631898,2,6,1,2008-02-03
107,10003,10003.txt,2008-02-05 02:33:10,2008-02-05 05:32:36,116.3169,39.90605,116.50005,40.00686,179.43333333333334,30.78146297522603,33,10.29289120479414,2,1,0,2008-02-05
108,10003,10003.txt,2008-02-05 06:16:33,2008-02-08 17:38:48,116.49997,40.00681,117.00037,40.55757,5002.25,199.62851313848537,942,2.394464648569968,6,1,0,2008-02-05
116,10005,10005.txt,2008-02-02 13:48:51,2008-02-02 15:12:22,116.48391,39.93892,116.56668,40.07131,83.51666666666667,24.638065193205115,27,17.70046591409667,13,5,1,2008-02-02
117,10005,10005.txt,2008-02-02 17:41:36,2008-02-02 21:51:46,116.56544,40.07128,116.36238,39.8975,250.16666666666666,85.45714474510727,71,20.496050705022398,17,5,1,2008-02-02
119,10005,10005.txt,2008-02-03 09:28:02,2008-02-03 12:44:57,116.36239,39.8969,116.3684,39.87933,196.91666666666666,54.09433160796048,43,16.482403198362906,9,6,1,2008-02-03
120,10005,10005.txt,2008-02-03 13:29:11,2008-02-03 13:38:49,116.36826,39.8876,116.36247,39.89701,9.633333333333333,2.84426916063495,5,17.715171242709033,13,6,1,2008-02-03
121,10005,10005.txt,2008-02-03 15:40:37,2008-02-03 19:58:15,116.36805,39.89784,116.32891,39.89595,257.6333333333333,62.7249975335754,63,14.607969408776778,15,6,1,2008-02-03
122,10005,10005.txt,2008-02-04 09:21:51,2008-02-04 13:18:11,116.36241,39.89733,116.36842,39.87917,236.33333333333334,62.62679980636549,61,15.89961067016331,9,0,0,2008-02-04
123,10005,10005.txt,2008-02-04 14:16:13,2008-02-04 14:24:04,116.36843,39.88187,116.36247,39.89721,7.85,2.892064944917844,4,22.10495499300263,14,0,0,2008-02-04
124,10005,10005.txt,2008-02-04 15:34:32,2008-02-04 22:01:25,116.36819,39.89501,116.36841,39.87907,386.8833333333333,100.38716370738821,88,15.568594724792037,15,0,0,2008-02-04
125,10005,10005.txt,2008-02-04 22:50:07,2008-02-04 22:58:10,116.36829,39.88649,116.36246,39.89715,8.05,3.2554148166049264,4,24.26396136599945,22,0,0,2008-02-04
126,10005,10005.txt,2008-02-05 09:20:36,2008-02-05 13:09:16,116.36263,39.89717,116.35722,39.89299,228.66666666666666,71.1645821264449,63,18.672922423848515,9,1,0,2008-02-05
127,10005,10005.txt,2008-02-05 15:20:32,2008-02-05 19:16:03,116.36822,39.89407,116.56524,40.0719,235.51666666666668,65.06801674681608,59,16.57666550764545,15,1,0,2008-02-05
128,10005,10005.txt,2008-02-05 21:31:51,2008-02-05 22:32:57,116.56728,40.07095,116.36242,39.89713,61.1,30.279123560644848,29,29.734000223219166,21,1,0,2008-02-05
129,10005,10005.txt,2008-02-06 13:58:17,2008-02-06 14:15:58,116.3681,39.89129,116.36265,39.89802,17.683333333333334,4.850682088669572,7,16.4584877655141,13,2,0,2008-02-06
130,10005,10005.txt,2008-02-07 12:04:46,2008-02-07 12:36:43,116.36261,39.89801,116.291,39.93783,31.95,10.116361033768912,14,18.99786109627965,12,3,0,2008-02-07
131,10005,10005.txt,2008-02-07 13:17:53,2008-02-07 13:30:16,116.28995,39.94813,116.34593,39.96663,12.383333333333333,7.1663948670183,6,34.72277459120576,13,3,0,2008-02-07
132,10005,10005.txt,2008-02-07 14:38:53,2008-02-07 14:56:55,116.34175,39.96613,116.36225,39.89709,18.033333333333335,8.33858860351453,6,27.74391771964169,14,3,0,2008-02-07
133,10005,10005.txt,2008-02-08 12:03:45,2008-02-08 12:39:42,116.36245,39.89708,116.39678,39.83352,35.95,9.771752075892467,15,16.30890471637129,12,4,0,2008-02-08
134,10005,10005.txt,2008-02-08 17:23:30,2008-02-08 17:39:11,116.40106,39.83948,116.3602,39.88549,15.683333333333334,8.07577097394316,7,30.895616903501992,17,4,0,2008-02-08
135,10006,10006.txt,2008-02-02 13:37:16,2008-02-05 01:57:11,116.54249,39.9156,116.4449,39.80381,3619.9166666666665,518.5367061921456,656,8.594728894733878,13,5,1,2008-02-02
136,10006,10006.txt,2008-02-05 02:32:25,2008-02-08 17:36:59,116.46548,39.91212,116.43143,39.90716,5224.566666666667,428.81695814824025,989,4.924622295098366,2,1,0,2008-02-05
137,10007,10007.txt,2008-02-02 13:39:17,2008-02-05 02:01:14,116.24692,39.90822,116.08438,39.75483,3621.95,503.7643772113579,648,8.345190472723665,13,5,1,2008-02-02
138,10007,10007.txt,2008-02-05 02:31:26,2008-02-08 17:37:11,116.08437,39.75489,116.08434,39.75484,5225.75,308.712430971107,973,3.5445143488047495,2,1,0,2008-02-05
139,10008,10008.txt,2008-02-02 13:31:44,2008-02-02 22:45:55,116.25009,39.90629,116.2063,39.82065,554.1833333333333,148.17541041509213,260,16.042569471424372,13,5,1,2008-02-02
140,10008,10008.txt,2008-02-03 09:50:58,2008-02-03 19:02:22,116.20639,39.82059,116.20629,39.82068,551.4,174.6108296070166,210,19.000090272798325,9,6,1,2008-02-03
141,10008,10008.txt,2008-02-03 20:04:50,2008-02-03 20:25:21,116.20615,39.82067,116.20391,39.832,20.516666666666666,1.2894808729455347,4,3.771024486274513,20,6,1,2008-02-03
142,10008,10008.txt,2008-02-03 23:43:10,2008-02-03 23:58:18,116.20379,39.83209,116.16851,39.83807,15.133333333333333,4.323739078245994,4,17.142577843266057,23,6,1,2008-02-03
143,10008,10008.txt,2008-02-04 02:56:18,2008-02-04 03:06:22,116.16871,39.84096,116.20634,39.82068,10.066666666666666,5.272932696692089,5,31.428075675648213,2,0,0,2008-02-04
144,10008,10008.txt,2008-02-04 10:50:56,2008-02-04 19:00:37,116.20631,39.82071,116.20628,39.82068,489.68333333333334,156.3927878713284,163,19.162521232659962,10,0,0,2008-02-04
146,10008,10008.txt,2008-02-05 10:51:59,2008-02-05 17:29:56,116.20573,39.82057,116.20612,39.82065,397.95,145.594524057574,119,21.951680973625937,10,1,0,2008-02-05
147,10008,10008.txt,2008-02-06 11:07:52,2008-02-06 13:09:35,116.20625,39.82068,117.03239,40.16516,121.71666666666667,97.30798405934986,46,47.9677861993235,11,2,0,2008-02-06
148,10008,10008.txt,2008-02-06 14:31:18,2008-02-06 14:37:08,117.04412,40.1648,117.07299,40.14392,5.833333333333333,4.758405114109845,4,48.94359545941555,14,2,0,2008-02-06
149,10008,10008.txt,2008-02-06 15:09:55,2008-02-06 15:29:46,117.09436,40.14416,117.04995,40.1355,19.85,6.798269961000677,6,20.54892683425897,15,2,0,2008-02-06
150,10008,10008.txt,2008-02-06 16:38:12,2008-02-06 16:44:02,117.04966,40.1453,117.03378,40.16498,5.833333333333333,3.9241845950353214,4,40.36304154893473,16,2,0,2008-02-06
153,10008,10008.txt,2008-02-07 20:17:50,2008-02-07 21:11:58,117.03265,40.16518,117.0325,40.16547,54.13333333333333,15.658156967467844,16,17.3551000870949,20,3,0,2008-02-07
154,10008,10008.txt,2008-02-08 11:05:52,2008-02-08 13:20:21,117.03253,40.16545,116.194,39.84922,134.48333333333332,99.93256711714002,54,44.58510864068708,11,4,0,2008-02-08
155,10009,10009.txt,2008-02-02 13:35:32,2008-02-02 18:56:27,116.26601,39.95253,116.32259,39.92226,320.9166666666667,76.77991586151181,89,14.355112807138017,13,5,1,2008-02-02
156,10009,10009.txt,2008-02-03 09:16:44,2008-02-03 18:24:46,116.32263,39.92222,116.32242,39.92244,548.0333333333333,178.78325553429926,152,19.573618390714596,9,6,1,2008-02-03
157,10009,10009.txt,2008-02-04 09:04:59,2008-02-04 18:33:18,116.32221,39.92237,116.32231,39.92223,568.3166666666667,153.0721640109733,176,16.160585074034543,9,0,0,2008-02-04
158,10009,10009.txt,2008-02-05 09:21:18,2008-02-05 18:44:36,116.32227,39.92226,116.32249,39.92228,563.3,184.71068324856913,143,19.674491380994407,9,1,0,2008-02-05
159,10009,10009.txt,2008-02-06 09:48:28,2008-02-06 11:54:12,116.32243,39.92227,116.26901,39.92601,125.73333333333333,31.14715421959628,42,14.86343520553375,9,2,0,2008-02-06
160,10009,10009.txt,2008-02-06 12:25:43,2008-02-06 17:43:39,116.34635,39.9063,116.32254,39.92234,317.93333333333334,171.79581851511944,100,32.42110225699465,12,2,0,2008-02-06
161,10009,10009.txt,2008-02-07 12:37:40,2008-02-07 18:50:42,116.32253,39.92217,116.32155,39.92227,373.03333333333336,122.77619900049193,110,19.74775785907296,12,3,0,2008-02-07
162,10009,10009.txt,2008-02-08 10:32:08,2008-02-08 11:47:49,116.32147,39.92214,116.7781,39.80082,75.68333333333334,54.12148537705306,30,42.90626455789276,10,4,0,2008-02-08
163,10009,10009.txt,2008-02-08 17:31:30,2008-02-08 17:38:21,116.77242,39.81717,116.73784,39.86064,6.85,7.922607548873102,4,69.39510261786658,17,4,0,2008-02-08
164,1001,1001.txt,2008-02-02 13:38:39,2008-02-02 20:00:53,116.42116,39.83864,116.55564,39.72529,382.23333333333335,96.77634058861007,121,15.191193255384853,13,5,1,2008-02-02
165,1001,1001.txt,2008-02-02 21:32:29,2008-02-03 01:44:05,116.55107,39.74357,116.55126,39.72785,251.6,101.44867026394874,98,24.192846644820843,21,5,1,2008-02-02
166,1001,1001.txt,2008-02-03 09:45:09,2008-02-03 14:56:01,116.55138,39.72819,116.43544,39.94719,310.8666666666667,90.2514752500054,73,17.419328270427805,9,6,1,2008-02-03
167,1001,1001.txt,2008-02-03 15:28:04,2008-02-03 20:01:40,116.43336,39.95304,116.55573,39.72532,273.6,78.86862978746797,104,17.295752146374554,15,6,1,2008-02-03
168,1001,1001.txt,2008-02-03 21:52:17,2008-02-04 00:05:52,116.55333,39.72644,116.55341,39.72641,133.58333333333334,68.25350103745231,51,30.656594352442706,21,6,1,2008-02-03
169,1001,1001.txt,2008-02-04 10:16:40,2008-02-04 19:34:57,116.55129,39.73414,116.5533,39.72642,558.2833333333333,166.94533166210348,146,17.94200059657798,10,0,0,2008-02-04
170,1001,1001.txt,2008-02-05 10:31:15,2008-02-05 16:11:28,116.5513,39.73313,116.45514,39.89358,340.21666666666664,126.76206184482982,115,22.35552944894858,10,1,0,2008-02-05
171,1001,1001.txt,2008-02-05 16:58:02,2008-02-05 20:34:16,116.45764,39.89967,116.55139,39.72655,216.23333333333332,79.35680232120501,83,22.019769412389245,16,1,0,2008-02-05
172,1001,1001.txt,2008-02-05 21:37:39,2008-02-05 22:02:47,116.5533,39.72507,116.56061,39.73323,25.133333333333333,2.5810917281877215,11,6.161757441296948,21,1,0,2008-02-05
173,1001,1001.txt,2008-02-05 22:55:10,2008-02-05 23:03:59,116.57614,39.75284,116.57723,39.76989,8.816666666666666,4.694817796742034,5,31.949610715068662,22,1,0,2008-02-05
175,1001,1001.txt,2008-02-06 02:37:21,2008-02-06 02:48:31,116.55105,39.73641,116.55332,39.72644,11.166666666666666,4.737534507395407,3,25.45540929346786,2,2,0,2008-02-06
176,1001,1001.txt,2008-02-06 22:55:45,2008-02-07 06:24:44,116.55123,39.73607,116.55332,39.72641,448.98333333333335,202.6320545914136,148,27.078785275217676,22,2,0,2008-02-06
